Job,StockCode,Warehouse,Line,StockDescription,UnitQtyReqd,UnitCost,OperationOffset,OpOffsetFlag,Uom,Bin,QtyIssued,ValueIssued,QtyBilled,ValueBilled,Decimals,AllocCompleted,SequenceNum,AutoNarrCode,PhantomParent,NonConformFlag,ApplyCostUom,CostUom,BulkIssueItem,ScrapPercentage,ScrapQuantity,InclScrapOnDoc,DockToStock,HierarchyJob1,HierarchyJob2,HierarchyJob3,HierarchyJob4,HierarchyJob5,KitIssueItem,CompletedJobFlag,Version,Release,EccConsumption,SubJob,FixedQtyPerFlag,FixedQtyPer,NetUnitQtyReqd,ReservedLotSerFlag,RollUpCostFlag,CoProductCostVal,ReservedLotQty,ReservedSerQty,ConvFactUom,ConvMulDiv,UnitQtyReqdEnt,QtyIssuedEnt,QtyBilledEnt,ScrapQuantityEnt,NetUnitQtyReqdEnt,FixedQtyPerEnt,RefDesignator,AssemblyPlace,ItemNumber,ComponentType,QtyTotRequired,QtyTotRequiredEnt,QtyOutstanding,QtyOutstandingEnt,QtyToIssue,QtyToIssueEnt,QtyReserved,QtyReservedEnt,LineStatus,SalesOrderInitLine,CreatedBy,ProductCode,LibraryCode,FirstSeq,SecondSeq,OvrEccSpecIss,JobNest,TimeStamp,WipBranch,WipCtlGlCode,PickQuantity,ReservedBinQty,CapacityIssued,Line,OpCompViaJob,TransferQtyOrPct,TransferQtyPct,ParentQtyPlanned,OperYieldPct,OperYieldQty,ParIssQty,HoursBilled,CoProductCostVal,QtyScrappedEnt,TransferQtyPctEnt,ParentQtyPlanEnt,OperYieldQtyEnt,ParIssQtyEnt,QtyCompletedEnt,ResourceMask,SchStartRunDate,SchStartRunTime,ScheduledMachine,AllowOpSplit,CreatedBy,ProductCode,LibraryCode,FirstSeq,SecondSeq,JobNest,TimeStamp,WipBranch,WipCtlGlCode,ProductionBin
142,B1219,RM,0,Straight Gauge Spokes,24,12,4,O,EA, ,38424,461088,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,24,38424,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x0000000000031729, , ,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0,0,50, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466E8, , , 
142,B1220,RM,0,"Rubber Tubing 1 x 17""",1,18,4,O,EA, ,1601,28818,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,1,1601,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x000000000003172A, , ,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0,0,50, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466E9, , , 
142,B1221,RM,0,Bicycle Tires,1,35.5,4,O,EA, ,1601,56835.5,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,1,1601,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x000000000003172C, , ,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0,0,50, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466EA, , , 
146,LOT111,SA,0,Racing Diamond Frame,1,618.704,1,O,EA, ,51,30860.85,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y,Y,     ,     , ,147, ,0,0, , , ,0,0,1,M,1,51,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x000000000003172E, , ,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0,0,50, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466EB, , , 
146,LOT112,RM,0,Racing Drive Train Assembly,1,5,1,O,EA, ,50,225,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,1,50,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x000000000003172F, , ,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0,0,50, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466EC, , , 
146,LOT113,SA,0,Racing Handle Bar Assembly,1,709.39,1,O,EA, ,50,35660.5,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , ,148, ,0,0, , , ,0,0,1,M,1,50,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x0000000000031730, , ,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0,0,50, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466ED, , , 
146,LOT114,SA,0,Racing Spoked Front Wheel,1,696.332,1,O,EA, ,50,34816.6,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , ,149, ,0,0, , , ,0,0,1,M,1,50,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x0000000000031731, , ,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0,0,50, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466EE, , , 
146,LOT115,SA,0,Racing Spoked Rear Wheel,1,659.332,1,O,EA, ,50,32966.6,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , ,150, ,0,0, , , ,0,0,1,M,1,50,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x0000000000031733, , ,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0,0,50, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466EF, , , 
147,LOT1201,RM,0,Racing Bottom Bracket,1,22,2,O,EA, ,50,1100,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,1,50,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x0000000000031734, , ,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0,0,50, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466F0, , , 
147,LOT1202,RM,0,Racing Dble Butted Iron Tubing,1,250,1,O,3MT, ,50,12500,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,1,50,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x0000000000031736, , ,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0,0,1, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466F1, , , 
147,LOT1203,RM,0,Racing Frame Paint - Pewter,1.5,50,2,O,LTR, ,75,3750,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,1.5,75,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x0000000000031737, , ,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0,0,1, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466F2, , , 
147,LOT1204,RM,0,Racing Head Tube Lower Lug,1,5,2,O,EA, ,50,225,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,1,50,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x0000000000031738, , ,0,0,0,0, , ,0,100,0,0,0,0, ,0,0,100,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466F3, , , 
147,LOT1205,RM,0,Racing Head Tube Upper Lug,1,3.5,2,O,EA, ,51,160.65,0,0,3,Y,0,0, ,Y,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,1,51,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x000000000003173A, , ,0,0,0,0, , ,0,100,0,0,0,0, ,0,0,100,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466F4, , , 
147,LOT1206,RM,0,Racing Seat Tube Upper Lug,2,3.5,1,O,EA, ,100,315,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,2,100,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x000000000003173B, , ,0,0,0,0, , ,0,100,0,0,0,0, ,0,0,100,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466F5, , , 
147,LOT1207,RM,0,Racing Chain Stay Tube,1,95,2,O,EA, ,50,4750,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,1,50,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x000000000003173C, , ,0,0,0,0, , ,0,100,0,0,0,0, ,0,0,100,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466F6, , , 
147,LOT1208,RM,0,Racing Seat Stay Tube,1,82,2,O,EA, ,50,4100,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,1,50,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x000000000003173D, , ,0,0,0,0, , ,0,100,0,0,0,0, ,0,0,100,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466F7, , , 
148,B1213,FS,0,Adhesive for Rubber,0.5,4.5,1,O,LTR, ,25,112.5,0,0,3,Y,0,0, , ,N, ,F,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,0.5,25,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x000000000003173F, , ,0,0,0,0, , ,0,100,0,0,0,0, ,0,0,100,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466F8, , , 
148,LOT1209,RM,0,Racing Bicycle Stem,1,199,1,O,EA, ,50,9950,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,1,50,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x0000000000031741, , ,0,0,0,0, , ,0,100,0,0,0,0, ,0,0,100,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466F9, , , 
148,LOT1210,RM,0,Racing Handle Bar Frame,1,220,1,O,EA, ,50,11000,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,1,50,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x0000000000031743, , ,0,0,0,0, , ,0,100,0,0,0,0, ,0,0,100,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466FA, , , 
148,LOT1211,RM,0,Racing Handle Bar Brake Hood,1,17,1,O,EA, ,50,850,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,1,50,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x0000000000031744, , ,0,0,0,0, , ,0,100,0,0,0,0, ,0,0,100,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466FB, , , 
148,LOT1212,SA,0,Racing Bicycle Brake Assembly,1,214.14,1,O,EA, ,50,10898,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , ,151, ,0,0, , , ,0,0,1,M,1,50,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x0000000000031745, , ,0,0,0,0, , ,0,250,0,0,0,0, ,0,0,250,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466FC, , , 
149,LOT1215,RM,0,Racing Sml Flnge Bicycle Wheel,1,50,1,O,EA, ,50,2500,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,1,50,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x0000000000031747, , ,0,0,0,0, , ,0,250,0,0,0,0, ,0,0,250,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466FD, , , 
149,LOT1216,RM,0,Racing Ball Bearing,2,22,2,O,EA, ,100,2200,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,2,100,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x0000000000031748, , ,0,0,0,0, , ,0,250,0,0,0,0, ,0,0,250,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466FE, , , 
149,LOT1217,RM,0,Quick Release Lever F/Wheel,1,15,2,O,EA, ,50,750,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,1,50,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x000000000003174A, , ,0,0,0,0, , ,0,250,0,0,0,0, ,0,0,250,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x00000000003466FF, , , 
149,LOT1218,RM,0,Racing Steel Rim Bicycle,1,180,3,O,EA, ,50,9000,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,1,50,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x000000000003174B, , ,0,0,0,0, , ,0,250,0,0,0,0, ,0,0,250,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346701, , , 
149,LOT1219,RM,0,Racing Straight Gauge Spokes,24,12,4,O,EA, ,1200,14400,0,0,3,Y,0,0, , ,N, ,N,0,0,Y,0, , , , , ,Y, ,     ,     , , , ,0,0, , , ,0,0,1,M,24,1200,0,00:00.0,00:00.0,00:00.0, , , , ,0,0,0,0,0,0,0,0, ,0, , ,     ,0,0, , ,0x000000000003174D, , ,0,0,0,0, , ,0,250,0,0,0,0, ,0,0,250,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346702, , , 
